"統計名：","令和７年国勢調査 速報集計 人口速報集計　（男女別人口及び世帯総数）"
"表番号：","1-2"
"表題：","2020年（令和２年）の人口（組替）、世帯数、2020年（令和２年）の世帯数（組替）、5年間の人口増減数、5年間の人口増減率、5年間の世帯増減数、5年間の世帯増減率、人口性比、面積（参考）及び人口密度－全国、都道府県、市区町村"
"実施年月：","2025年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2025_03","2025_13","2025_15","2025_34","2025_35","2025_36","2025_37","2025_46","2025_47","2025_48"
"","","","","","","/表章事項 補助コード","-","-","-","-","-","-","-","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国、都道府県、市区町村 コード","全国、都道府県、市区町村 補助コード","全国、都道府県、市区町村","/表章事項","2020年（令和2年）の人口（組替）【人】","世帯数【世帯】","2020年（令和2年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2025000000","","2025年","22225","","伊豆の国市","","46,804","19,162","19,085","-2,650","-5.66191","77","0.40346","92.91332","94.62","466.6"
"2025000000","","2025年","22226","","牧之原市","","43,502","15,899","15,904","-3,159","-7.26174","-5","-0.03144","97.07391","111.69","361.2"
"2025000000","","2025年","22301","","東伊豆町","","11,488","5,351","5,502","-1,263","-10.99408","-151","-2.74446","89.00185","77.82","131.4"
"2025000000","","2025年","22302","","河津町","","6,870","2,802","2,936","-730","-10.62591","-134","-4.56403","96.35433","100.69","61.0"
"2025000000","","2025年","22304","","南伊豆町","","7,877","3,148","3,314","-872","-11.07020","-166","-5.00905","90.76797","109.94","63.7"
"2025000000","","2025年","22305","","松崎町","","6,038","2,530","2,663","-807","-13.36535","-133","-4.99437","88.84477","85.11","61.5"
"2025000000","","2025年","22306","","西伊豆町","","7,090","3,128","3,400","-1,004","-14.16079","-272","-8.00000","90.84352","105.41","57.7"
"2025000000","","2025年","22325","","函南町","","36,794","14,663","14,780","-2,026","-5.50633","-117","-0.79161","93.34890","65.16","533.6"
"2025000000","","2025年","22341","","清水町","","31,710","13,290","12,973","-616","-1.94260","317","2.44354","93.82870","8.81","3,529.4"
"2025000000","","2025年","22342","","長泉町","","43,336","18,021","17,482","-79","-0.18230","539","3.08317","97.06164","26.63","1,624.4"
"2025000000","","2025年","22344","","小山町","","18,568","6,510","6,442","-1,422","-7.65834","68","1.05557","110.56122","135.74","126.3"
"2025000000","","2025年","22424","","吉田町","","28,919","11,555","11,265","-1,166","-4.03195","290","2.57435","98.22156","20.73","1,338.8"
"2025000000","","2025年","22429","","川根本町","","6,206","2,443","2,639","-888","-14.30873","-196","-7.42706","98.80374","496.88","10.7"
"2025000000","","2025年","22461","","森町","","17,457","6,095","6,242","-1,512","-8.66128","-147","-2.35501","99.96238","133.91","119.1"
"2025000000","","2025年","23000","","愛知県","","7,542,415","3,350,190","3,238,301","-93,012","-1.23319","111,889","3.45518","99.23592","5,173.26","1,440.0"
"2025000000","","2025年","23100","","名古屋市","","2,332,176","1,181,671","1,122,103","13,716","0.58812","59,568","5.30860","96.42582","326.45","7,186.1"
"2025000000","","2025年","23101","","名古屋市千種区","","165,245","96,599","86,281","7,570","4.58108","10,318","11.95860","94.23527","18.18","9,505.8"
"2025000000","","2025年","23102","","名古屋市東区","","84,392","51,063","45,762","6,207","7.35496","5,301","11.58385","91.26222","7.71","11,750.8"
"2025000000","","2025年","23103","","名古屋市北区","","162,956","81,013","79,169","-2,758","-1.69248","1,844","2.32919","95.50170","17.53","9,138.5"
"2025000000","","2025年","23104","","名古屋市西区","","151,082","79,216","74,257","2,065","1.36681","4,959","6.67816","97.08263","17.93","8,541.4"
"2025000000","","2025年","23105","","名古屋市中村区","","138,599","82,387","74,793","7,242","5.22515","7,594","10.15336","101.99864","16.30","8,947.3"
"2025000000","","2025年","23106","","名古屋市中区","","93,100","74,801","63,159","14,514","15.58969","11,642","18.43284","101.01616","9.38","11,472.7"
"2025000000","","2025年","23107","","名古屋市昭和区","","107,599","56,822","55,059","1,585","1.47306","1,763","3.20202","96.21177","10.94","9,980.3"
"2025000000","","2025年","23108","","名古屋市瑞穂区","","108,332","53,369","51,641","1,049","0.96832","1,728","3.34618","92.15945","11.22","9,748.8"
"2025000000","","2025年","23109","","名古屋市熱田区","","66,957","35,829","33,791","1,048","1.56518","2,038","6.03119","99.70340","8.20","8,293.3"
"2025000000","","2025年","23110","","名古屋市中川区","","220,728","103,714","101,148","-4,426","-2.00518","2,566","2.53688","97.62631","32.02","6,755.2"
"2025000000","","2025年","23111","","名古屋市港区","","143,715","61,121","63,885","-10,960","-7.62620","-2,764","-4.32652","99.70065","45.64","2,908.7"
"2025000000","","2025年","23112","","名古屋市南区","","134,510","66,134","62,606","-2,202","-1.63705","3,528","5.63524","102.42033","18.46","7,167.3"
"2025000000","","2025年","23113","","名古屋市守山区","","176,587","78,276","74,939","-386","-0.21859","3,337","4.45296","94.39866","34.01","5,180.9"
"2025000000","","2025年","23114","","名古屋市緑区","","248,802","104,371","101,566","-1,508","-0.60610","2,805","2.76175","95.60066","37.91","6,523.2"
"2025000000","","2025年","23115","","名古屋市名東区","","164,755","78,124","75,958","-2,793","-1.69524","2,166","2.85158","91.49424","19.45","8,327.1"
"2025000000","","2025年","23116","","名古屋市天白区","","164,817","78,832","78,089","-2,531","-1.53564","743","0.95148","95.50410","21.58","7,520.2"
"2025000000","","2025年","23201","","豊橋市","","371,920","154,228","151,377","-11,889","-3.19666","2,851","1.88338","100.03167","262.05","1,373.9"
"2025000000","","2025年","23202","","岡崎市","","384,654","160,846","156,619","-7,046","-1.83178","4,227","2.69891","101.29002","387.20","975.2"
"2025000000","","2025年","23203","","一宮市","","380,073","152,559","152,075","-11,318","-2.97785","484","0.31826","94.02337","113.82","3,239.8"
"2025000000","","2025年","23204","","瀬戸市","","127,792","52,586","52,273","-4,278","-3.34763","313","0.59878","96.19411","111.40","1,108.7"
"2025000000","","2025年","23205","","半田市","","117,884","49,414","49,006","-4,351","-3.69092","408","0.83255","101.98007","47.42","2,394.2"
"2025000000","","2025年","23206","","春日井市","","308,681","133,450","131,000","-5,561","-1.80154","2,450","1.87023","96.83500","92.78","3,267.1"
"2025000000","","2025年","23207","","豊川市","","184,661","74,981","72,220","-2,136","-1.15671","2,761","3.82304","98.65586","161.14","1,132.7"
"2025000000","","2025年","23208","","津島市","","60,942","24,892","24,258","-3,074","-5.04414","634","2.61357","94.34444","25.09","2,306.4"
"2025000000","","2025年","23209","","碧南市","","72,458","29,136","28,277","-1,109","-1.53054","859","3.03780","106.16331","36.68","1,945.2"
"2025000000","","2025年","23210","","刈谷市","","153,834","68,906","67,708","-1,027","-0.66760","1,198","1.76936","107.89502","50.39","3,032.5"
"2025000000","","2025年","23211","","豊田市","","422,330","180,639","176,840","-10,100","-2.39149","3,799","2.14827","110.18202","918.32","448.9"
"2025000000","","2025年","23212","","安城市","","187,990","78,645","75,310","-1,637","-0.87079","3,335","4.42836","103.57771","86.05","2,165.6"
"2025000000","","2025年","23213","","西尾市","","169,046","64,715","62,024","-2,846","-1.68357","2,691","4.33864","102.00792","161.22","1,030.9"
"2025000000","","2025年","23214","","蒲郡市","","79,538","30,405","30,970","-4,607","-5.79220","-565","-1.82435","97.48307","56.96","1,315.5"
"2025000000","","2025年","23215","","犬山市","","73,090","29,856","29,453","-3,150","-4.30976","403","1.36828","98.39446","74.90","933.8"
"2025000000","","2025年","23216","","常滑市","","58,710","25,547","24,566","-878","-1.49549","981","3.99332","96.71417","55.90","1,034.6"
"2025000000","","2025年","23217","","江南市","","98,255","39,597","38,697","-4,118","-4.19114","900","2.32576","95.30903","30.20","3,117.1"
"2025000000","","2025年","23219","","小牧市","","148,831","63,578","62,633","-4,650","-3.12435","945","1.50879","101.91721","62.81","2,295.5"
"2025000000","","2025年","23220","","稲沢市","","134,751","53,116","52,005","-4,866","-3.61110","1,111","2.13633","96.41750","79.35","1,636.9"
"2025000000","","2025年","23221","","新城市","","44,355","16,339","16,633","-3,691","-8.32150","-294","-1.76757","99.09910","499.23","81.5"
"2025000000","","2025年","23222","","東海市","","113,787","49,669","49,077","-1,300","-1.14249","592","1.20627","106.65981","43.42","2,590.7"
"2025000000","","2025年","23223","","大府市","","93,123","39,037","38,310","-638","-0.68512","727","1.89768","102.05584","33.67","2,746.8"
"2025000000","","2025年","23224","","知多市","","84,364","35,243","34,025","-2,269","-2.68954","1,218","3.57972","99.11955","45.90","1,788.6"
"2025000000","","2025年","23225","","知立市","","72,193","33,150","31,694","375","0.51944","1,456","4.59393","111.32207","16.31","4,449.3"
"2025000000","","2025年","23226","","尾張旭市","","83,144","34,665","33,977","-675","-0.81184","688","2.02490","94.52071","21.03","3,921.5"
"2025000000","","2025年","23227","","高浜市","","46,106","20,139","18,239","2,016","4.37253","1,900","10.41724","109.18971","13.11","3,670.6"
"2025000000","","2025年","23228","","岩倉市","","47,983","22,186","21,498","-597","-1.24419","688","3.20030","98.24290","10.47","4,525.9"
"2025000000","","2025年","23229","","豊明市","","69,295","29,763","29,101","-913","-1.31756","662","2.27484","101.76443","23.22","2,945.0"
"2025000000","","2025年","23230","","日進市","","91,520","39,865","36,460","3,220","3.51836","3,405","9.33900","97.69626","34.91","2,713.8"
"2025000000","","2025年","23231","","田原市","","59,360","22,708","21,300","-3,008","-5.06739","1,408","6.61033","108.63384","191.11","294.9"
"2025000000","","2025年","23232","","愛西市","","60,829","22,049","21,718","-3,021","-4.96638","331","1.52408","94.29954","66.68","866.9"
"2025000000","","2025年","23233","","清須市","","67,352","29,497","28,929","826","1.22639","568","1.96343","101.78767","17.35","3,929.6"
"2025000000","","2025年","23234","","北名古屋市","","86,385","37,233","36,117","-698","-0.80801","1,116","3.08996","97.58117","18.37","4,664.5"
"2025000000","","2025年","23235","","弥富市","","43,025","17,632","17,066","-790","-1.83614","566","3.31654","99.91007","49.26","857.4"
"2025000000","","2025年","23236","","みよし市","","61,952","25,226","24,129","-500","-0.80708","1,097","4.54640","105.26421","32.19","1,909.0"
"2025000000","","2025年","23237","","あま市","","86,126","36,417","34,041","426","0.49462","2,376","6.97982","98.12297","27.49","3,148.5"
"2025000000","","2025年","23238","","長久手市","","60,162","27,911","26,304","3,223","5.35720","1,607","6.10934","95.16288","21.55","2,941.3"
"2025000000","","2025年","23302","","東郷町","","43,903","17,650","16,823","-12","-0.02733","827","4.91589","99.17862","18.03","2,434.3"
"2025000000","","2025年","23342","","豊山町","","15,613","6,924","6,598","162","1.03760","326","4.94089","103.78504","6.18","2,552.6"
"2025000000","","2025年","23361","","大口町","","24,305","9,235","9,150","-804","-3.30796","85","0.92896","100.00851","13.61","1,726.7"
"2025000000","","2025年","23362","","扶桑町","","34,133","14,199","13,509","3","0.00879","690","5.10771","97.48915","11.19","3,050.6"
"2025000000","","2025年","23424","","大治町","","32,399","13,442","13,468","51","0.15741","-26","-0.19305","100.58104","6.59","4,924.1"
"2025000000","","2025年","23425","","蟹江町","","37,338","16,370","16,104","-867","-2.32203","266","1.65176","98.26583","11.09","3,288.6"
"2025000000","","2025年","23427","","飛島村","","4,575","1,574","1,506","-165","-3.60656","68","4.51527","98.73817","22.43","196.6"
"2025000000","","2025年","23441","","阿久比町","","28,383","10,339","10,134","-1,006","-3.54438","205","2.02289","96.51856","23.80","1,150.3"
"2025000000","","2025年","23442","","東浦町","","49,596","20,070","19,406","-638","-1.28639","664","3.42162","98.34704","31.14","1,572.2"
"2025000000","","2025年","23445","","南知多町","","16,617","6,119","6,533","-2,165","-13.02883","-414","-6.33706","93.90849","38.23","378.0"
"2025000000","","2025年","23446","","美浜町","","22,496","9,010","9,530","-1,992","-8.85491","-520","-5.45645","98.64367","46.20","443.8"
"2025000000","","2025年","23447","","武豊町","","43,535","18,379","18,122","-614","-1.41036","257","1.41817","101.84819","26.37","1,627.6"
"2025000000","","2025年","23501","","幸田町","","42,449","15,996","15,810","-858","-2.02125","186","1.17647","102.45826","56.72","733.3"
"2025000000","","2025年","23561","","設楽町","","4,437","1,845","1,845","-508","-11.44918","0","0.00000","105.38421","273.94","14.3"
"2025000000","","2025年","23562","","東栄町","","2,942","1,150","1,294","-478","-16.24745","-144","-11.12828","95.24564","123.38","20.0"
"2025000000","","2025年","23563","","豊根村","","1,017","392","437","-182","-17.89577","-45","-10.29748","95.55035","155.88","5.4"
"2025000000","","2025年","24000","","三重県","","1,770,254","747,898","742,598","-75,358","-4.25690","5,300","0.71371","95.53980","5,774.48","293.5"
"2025000000","","2025年","24201","","津市","","274,537","118,506","117,663","-10,614","-3.86615","843","0.71645","95.10109","711.18","371.1"
"2025000000","","2025年","24202","","四日市市","","305,424","137,441","133,331","-1,515","-0.49603","4,110","3.08255","99.59085","206.50","1,471.7"
"2025000000","","2025年","24203","","伊勢市","","122,765","52,858","51,580","-7,297","-5.94388","1,278","2.47770","89.89886","208.37","554.1"
"2025000000","","2025年","24204","","松阪市","","159,145","65,402","65,481","-8,457","-5.31402","-79","-0.12065","91.40818","623.58","241.6"
"2025000000","","2025年","24205","","桑名市","","138,613","57,717","56,362","-4,682","-3.37775","1,355","2.40410","97.16031","136.65","980.1"
"2025000000","","2025年","24207","","鈴鹿市","","195,670","83,517","82,158","-5,799","-2.96366","1,359","1.65413","98.82405","194.46","976.4"
"2025000000","","2025年","24208","","名張市","","76,387","31,216","31,466","-4,351","-5.69600","-250","-0.79451","92.37302","129.77","555.1"
"2025000000","","2025年","24209","","尾鷲市","","16,252","7,405","8,153","-2,118","-13.03224","-748","-9.17454","86.31690","192.71","73.3"
"2025000000","","2025年","24210","","亀山市","","49,835","21,483","20,617","-667","-1.33842","866","4.20042","102.58756","191.04","257.4"
"2025000000","","2025年","24211","","鳥羽市","","17,525","6,819","7,382","-2,396","-13.67190","-563","-7.62666","88.99438","107.34","140.9"
"2025000000","","2025年","24212","","熊野市","","15,965","6,985","7,751","-1,977","-12.38334","-766","-9.88260","86.35758","373.35","37.5"
"2025000000","","2025年","24214","","いなべ市","","44,973","18,776","18,075","-878","-1.95228","701","3.87828","106.96048","219.83","200.6"
"2025000000","","2025年","24215","","志摩市","","46,057","18,549","19,568","-5,533","-12.01337","-1,019","-5.20748","85.54096","178.93","226.5"
"2025000000","","2025年","24216","","伊賀市","","88,766","35,194","36,615","-6,895","-7.76761","-1,421","-3.88092","95.59224","558.23","146.7"
"2025000000","","2025年","24303","","木曽岬町","","6,023","2,316","2,208","-309","-5.13033","108","4.89130","105.98414","15.74","363.0"
"2025000000","","2025年","24324","","東員町","","25,784","9,676","9,539","-419","-1.62504","137","1.43621","95.08537","22.68","1,118.4"
"2025000000","","2025年","24341","","菰野町","","40,559","15,828","15,382","-1,263","-3.11398","446","2.89949","97.34833","107.01","367.2"
"2025000000","","2025年","24343","","朝日町","","11,021","4,345","4,112","42","0.38109","233","5.66634","96.92061","5.99","1,846.9"
"2025000000","","2025年","24344","","川越町","","15,123","7,332","6,602","671","4.43695","730","11.05726","104.40016","8.72","1,811.2"
"2025000000","","2025年","24441","","多気町","","14,021","4,845","5,124","-1,113","-7.93809","-279","-5.44496","91.31466","103.06","125.2"
"2025000000","","2025年","24442","","明和町","","22,445","8,203","8,067","-1,000","-4.45534","136","1.68588","89.94686","41.06","522.3"
"2025000000","","2025年","24443","","大台町","","8,668","3,416","3,639","-874","-10.08306","-223","-6.12806","90.65558","362.86","21.5"
"2025000000","","2025年","24461","","玉城町","","15,041","5,592","5,404","-670","-4.45449","188","3.47890","91.76675","40.91","351.3"
"2025000000","","2025年","24470","","度会町","","7,847","2,706","2,689","-626","-7.97757","17","0.63221","92.92012","134.98","53.5"
"2025000000","","2025年","24471","","大紀町","","7,815","3,069","3,404","-1,255","-16.05886","-335","-9.84136","87.69671","233.32","28.1"
"2025000000","","2025年","24472","","南伊勢町","","10,989","4,412","4,977","-1,769","-16.09792","-565","-11.35222","86.33791","241.89","38.1"
"2025000000","","2025年","24543","","紀北町","","14,604","6,166","6,814","-2,136","-14.62613","-648","-9.50983","89.31066","256.55","48.6"
"2025000000","","2025年","24561","","御浜町","","8,079","3,532","3,711","-777","-9.61753","-179","-4.82350","88.92626","88.13","82.9"
"2025000000","","2025年","24562","","紀宝町","","10,321","4,592","4,724","-681","-6.59820","-132","-2.79424","86.38824","79.62","121.1"
"2025000000","","2025年","25000","","滋賀県","","1,413,610","590,946","571,374","-21,171","-1.49765","19,572","3.42543","97.12015","4,017.38","346.6"
"2025000000","","2025年","25201","","大津市","","345,070","150,426","146,088","-2,019","-0.58510","4,338","2.96944","92.47982","464.51","738.5"
"2025000000","","2025年","25202","","彦根市","","113,647","50,621","48,212","-2,000","-1.75984","2,409","4.99668","98.80872","196.87","567.1"
"2025000000","","2025年","25203","","長浜市","","113,636","43,012","42,570","-5,551","-4.88490","442","1.03829","94.98313","681.02","158.7"
"2025000000","","2025年","25204","","近江八幡市","","81,122","32,232","31,403","-1,729","-2.13136","829","2.63988","95.58780","177.45","447.4"
"2025000000","","2025年","25206","","草津市","","143,913","70,495","66,944","4,818","3.34786","3,551","5.30443","101.14005","67.82","2,193.0"
"2025000000","","2025年","25207","","守山市","","83,236","33,455","31,796","1,303","1.56543","1,659","5.21764","95.92343","55.73","1,516.9"
"2025000000","","2025年","25208","","栗東市","","68,820","28,176","26,688","309","0.44900","1,488","5.57554","97.96392","52.69","1,312.0"
"2025000000","","2025年","25209","","甲賀市","","88,358","34,462","33,641","-3,376","-3.82082","821","2.44047","99.96235","481.62","176.5"
"2025000000","","2025年","25210","","野洲市","","50,513","20,811","19,659","-500","-0.98984","1,152","5.85991","98.87466","80.15","624.0"
"2025000000","","2025年","25211","","湖南市","","54,460","23,202","22,498","-846","-1.55343","704","3.12917","108.08849","70.40","761.6"
"2025000000","","2025年","25212","","高島市","","46,377","18,035","18,037","-3,247","-7.00132","-2","-0.01109","95.52110","693.05","62.2"
"2025000000","","2025年","25213","","東近江市","","112,819","44,585","42,899","-2,896","-2.56694","1,686","3.93016","99.80551","388.37","283.0"
"2025000000","","2025年","25214","","米原市","","37,225","13,703","13,385","-1,886","-5.06649","318","2.37579","95.37262","250.39","141.1"
"2025000000","","2025年","25383","","日野町","","20,964","8,056","7,932","-954","-4.55066","124","1.56329","102.85888","117.60","170.2"
"2025000000","","2025年","25384","","竜王町","","11,789","4,274","4,435","-854","-7.24404","-161","-3.63021","108.00837","44.55","245.5"
"2025000000","","2025年","25425","","愛荘町","","20,893","8,075","7,841","-478","-2.28785","234","2.98431","99.89229","37.97","537.7"
"2025000000","","2025年","25441","","豊郷町","","7,132","2,668","2,629","-332","-4.65508","39","1.48345","94.45239","7.80","871.8"
"2025000000","","2025年","25442","","甲良町","","6,362","2,147","2,211","-647","-10.16976","-64","-2.89462","93.79451","13.63","419.3"
"2025000000","","2025年","25443","","多賀町","","7,274","2,511","2,506","-286","-3.93181","5","0.19952","93.35916","135.77","51.5"
"2025000000","","2025年","26000","","京都府","","2,578,087","1,219,912","1,190,527","-75,340","-2.92232","29,385","2.46823","90.79553","4,612.09","542.6"
"2025000000","","2025年","26100","","京都市","","1,463,723","754,432","729,524","-32,010","-2.18689","24,908","3.41428","89.05593","827.83","1,729.5"
"2025000000","","2025年","26101","","京都市北区","","117,165","58,602","57,187","-2,816","-2.40345","1,415","2.47434","89.89803","94.88","1,205.2"
"2025000000","","2025年","26102","","京都市上京区","","83,832","50,397","48,004","-741","-0.88391","2,393","4.98500","84.87674","7.03","11,819.5"
"2025000000","","2025年","26103","","京都市左京区","","166,039","88,547","85,726","-3,652","-2.19948","2,821","3.29072","91.97631","246.77","658.1"
"2025000000","","2025年","26104","","京都市中京区","","110,488","64,458","60,634","912","0.82543","3,824","6.30669","83.55275","7.41","15,033.7"
"2025000000","","2025年","26105","","京都市東山区","","36,602","20,473","20,562","-1,409","-3.84952","-89","-0.43284","78.38208","7.48","4,704.9"
"2025000000","","2025年","26106","","京都市下京区","","82,784","51,527","48,309","1,735","2.09582","3,218","6.66128","84.73695","6.78","12,465.9"
"2025000000","","2025年","26107","","京都市南区","","101,977","54,750","50,487","765","0.75017","4,263","8.44376","98.75034","15.78","6,510.9"
"2025000000","","2025年","26108","","京都市右京区","","202,047","99,125","97,849","-5,671","-2.80677","1,276","1.30405","87.10673","292.07","672.4"
"2025000000","","2025年","26109","","京都市伏見区","","277,851","135,991","131,282","-7,669","-2.76011","4,709","3.58693","92.00381","61.68","4,380.4"
"2025000000","","2025年","26110","","京都市山科区","","135,101","65,139","64,402","-6,745","-4.99256","737","1.14437","86.81104","28.70","4,472.3"
"2025000000","","2025年","26111","","京都市西京区","","149,837","65,423","65,082","-6,719","-4.48421","341","0.52395","90.05365","59.24","2,415.9"
"2025000000","","2025年","26201","","福知山市","","77,306","33,519","33,632","-3,757","-4.85991","-113","-0.33599","100.10066","552.54","133.1"
"2025000000","","2025年","26202","","舞鶴市","","80,336","33,771","35,188","-7,245","-9.01837","-1,417","-4.02694","98.00883","342.06","213.7"
"2025000000","","2025年","26203","","綾部市","","31,846","13,738","13,735","-1,961","-6.15776","3","0.02184","92.21122","347.10","86.1"
"2025000000","","2025年","26204","","宇治市","","179,630","74,727","73,595","-6,594","-3.67088","1,132","1.53815","91.04379","67.54","2,562.0"
"2025000000","","2025年","26205","","宮津市","","16,758","6,913","7,292","-1,672","-9.97732","-379","-5.19748","89.35609","172.69","87.4"
"2025000000","","2025年","26206","","亀岡市","","86,174","35,115","34,431","-2,929","-3.39894","684","1.98658","92.56303","224.80","370.3"
"2025000000","","2025年","26207","","城陽市","","74,607","30,868","30,484","-2,838","-3.80393","384","1.25968","91.87520","32.71","2,194.1"
"2025000000","","2025年","26208","","向日市","","56,859","23,874","23,525","-1,597","-2.80870","349","1.48353","90.38793","7.72","7,158.3"
"2025000000","","2025年","26209","","長岡京市","","80,608","35,333","33,728","1,003","1.24429","1,605","4.75866","92.73333","19.17","4,257.2"
"2025000000","","2025年","26210","","八幡市","","70,433","30,428","30,554","-2,820","-4.00381","-126","-0.41238","93.72242","24.35","2,776.7"
"2025000000","","2025年","26211","","京田辺市","","73,753","33,016","31,693","592","0.80268","1,323","4.17442","94.95214","42.92","1,732.2"
"2025000000","","2025年","26212","","京丹後市","","50,860","19,892","20,138","-4,148","-8.15572","-246","-1.22157","91.82785","501.44","93.2"
"2025000000","","2025年","26213","","南丹市","","31,629","13,307","13,195","-1,578","-4.98909","112","0.84881","95.02239","616.40","48.8"
"2025000000","","2025年","26214","","木津川市","","77,907","31,180","29,802","65","0.08343","1,378","4.62385","90.86458","85.13","915.9"
"2025000000","","2025年","26303","","大山崎町","","15,953","6,559","6,549","7","0.04388","10","0.15270","91.61964","5.97","2,673.4"
"2025000000","","2025年","26322","","久御山町","","15,250","6,404","6,322","-567","-3.71803","82","1.29706","95.85167","13.86","1,059.4"
"2025000000","","2025年","26343","","井手町","","7,406","3,276","3,161","-381","-5.14448","115","3.63809","96.77871","18.04","389.4"
"2025000000","","2025年","26344","","宇治田原町","","8,911","3,539","3,421","-458","-5.13971","118","3.44928","106.42247","58.16","145.3"
"2025000000","","2025年","26364","","笠置町","","1,144","477","522","-191","-16.69580","-45","-8.62069","87.59843","23.52","40.5"
"2025000000","","2025年","26365","","和束町","","3,478","1,277","1,379","-501","-14.40483","-102","-7.39666","86.29537","64.93","45.8"
"2025000000","","2025年","26366","","精華町","","36,198","13,738","13,530","-1,661","-4.58865","208","1.53732","91.10779","25.68","1,344.9"
"2025000000","","2025年","26367","","南山城村","","2,391","981","1,023","-250","-10.45588","-42","-4.10557","89.30150","64.11","33.4"
"2025000000","","2025年","26407","","京丹波町","","12,907","5,008","5,217","-1,557","-12.06322","-209","-4.00613","90.91674","303.09","37.4"
"2025000000","","2025年","26463","","伊根町","","1,928","765","849","-237","-12.29253","-84","-9.89399","98.00937","61.95","27.3"
"2025000000","","2025年","26465","","与謝野町","","20,092","7,775","8,038","-2,055","-10.22795","-263","-3.27196","91.13066","108.38","166.4"
"2025000000","","2025年","27000","","大阪府","","8,837,685","4,307,758","4,135,879","-73,107","-0.82722","171,879","4.15580","91.16894","1,905.26","4,600.2"
"2025000000","","2025年","27100","","大阪市","","2,752,412","1,586,014","1,469,718","56,212","2.04228","116,296","7.91281","92.18367","225.34","12,463.9"
"2025000000","","2025年","27102","","大阪市都島区","","107,904","61,514","56,944","2,220","2.05738","4,570","8.02543","92.02092","6.08","18,112.5"
"2025000000","","2025年","27103","","大阪市福島区","","79,328","48,240","42,631","4,895","6.17058","5,609","13.15709","90.47651","4.67","18,034.9"
"2025000000","","2025年","27104","","大阪市此花区","","65,251","32,139","32,318","-2,928","-4.48729","-179","-0.55387","93.02815","19.30","3,229.2"
"2025000000","","2025年","27106","","大阪市西区","","105,862","73,755","63,874","9,587","9.05613","9,881","15.46952","88.47585","5.21","22,159.1"
"2025000000","","2025年","27107","","大阪市港区","","80,948","44,669","42,612","-214","-0.26437","2,057","4.82728","93.62529","7.86","10,271.5"
"2025000000","","2025年","27108","","大阪市大正区","","62,083","31,288","29,859","-1,958","-3.15384","1,429","4.78583","94.29633","9.43","6,375.9"
"2025000000","","2025年","27109","","大阪市天王寺区","","82,148","48,004","42,163","5,634","6.85835","5,841","13.85338","85.55816","4.84","18,136.8"
"2025000000","","2025年","27111","","大阪市浪速区","","75,504","66,369","53,297","11,905","15.76738","13,072","24.52671","100.28183","4.39","19,910.9"
"2025000000","","2025年","27113","","大阪市西淀川区","","95,864","50,443","46,266","1,314","1.37069","4,177","9.02823","94.67917","14.21","6,838.7"
"2025000000","","2025年","27114","","大阪市東淀川区","","177,120","106,290","99,699","887","0.50079","6,591","6.61090","96.10991","13.27","13,414.2"
"2025000000","","2025年","27115","","大阪市東成区","","84,906","51,179","45,487","4,523","5.32707","5,692","12.51347","87.41931","4.54","19,698.0"
"2025000000","","2025年","27116","","大阪市生野区","","127,309","72,349","67,616","1,364","1.07141","4,733","6.99982","91.20453","8.37","15,373.1"
"2025000000","","2025年","27117","","大阪市旭区","","89,670","49,131","45,303","1,075","1.19884","3,828","8.44977","90.86530","6.32","14,358.4"
"2025000000","","2025年","27118","","大阪市城東区","","169,043","87,621","82,712","461","0.27271","4,909","5.93505","89.79286","8.38","20,227.2"
"2025000000","","2025年","27119","","大阪市阿倍野区","","110,995","56,259","53,649","1,461","1.31628","2,610","4.86496","85.19812","5.98","18,805.4"
"2025000000","","2025年","27120","","大阪市住吉区","","153,056","78,873","78,098","-2,597","-1.69676","775","0.99234","86.08727","9.40","16,006.3"
"2025000000","","2025年","27121","","大阪市東住吉区","","127,849","66,650","62,025","3,757","2.93862","4,625","7.45667","88.13220","9.75","13,498.1"
"2025000000","","2025年","27122","","大阪市西成区","","106,111","69,454","66,379","-692","-0.65215","3,075","4.63249","123.05707","7.37","14,303.8"
"2025000000","","2025年","27123","","大阪市淀川区","","183,444","114,722","104,193","6,719","3.66270","10,529","10.10529","98.62025","12.64","15,044.5"
"2025000000","","2025年","27124","","大阪市鶴見区","","112,691","50,247","48,884","-2,791","-2.47668","1,363","2.78823","89.20873","8.17","13,451.7"
"2025000000","","2025年","27125","","大阪市住之江区","","120,072","59,474","59,913","-4,785","-3.98511","-439","-0.73273","91.81572","20.68","5,574.8"
"2025000000","","2025年","27126","","大阪市平野区","","192,152","92,943","92,872","-9,493","-4.94036","71","0.07645","88.23451","15.28","11,954.1"
"2025000000","","2025年","27127","","大阪市北区","","139,376","95,572","85,785","10,244","7.34990","9,787","11.40875","94.30412","10.34","14,470.0"
"2025000000","","2025年","27128","","大阪市中央区","","103,726","78,829","67,139","15,624","15.06276","11,690","17.41164","88.20468","8.87","13,455.5"
